subject_prefix,course_number,title,class_level
HCS,6323,Neurophysiology,Graduate
HCS,6327,Personality,Graduate
HCS,6330,Cognitive Science,Graduate
HCS,6331,Cognitive Development,Graduate
HCS,6332,Perception,Graduate
HCS,6333,Memory,Graduate
HCS,6334,Attention,Graduate
HCS,6338,Functional Neuroanatomy,Graduate
HCS,6340,Cellular Neuroscience,Graduate
HCS,6341,Genes  Brain  and Behavior,Graduate
HCS,6342,Research Methods and Professional Development in Neuroscience,Graduate
HCS,6343,Neurobiology of Learning and Memory,Graduate
HCS,6346,Systems Neuroscience,Graduate
HCS,6347,Intelligent Systems Analysis,Graduate
HCS,6348,Neural Net Mathematics,Graduate
HCS,6349,Intelligent Systems Design,Graduate
HCS,6350,Social Development,Graduate
HCS,6357,The Developing Child  Infants and Toddlers,Graduate
HCS,6359,The Developing Child  Toddler and Preschool Years,Graduate
HCS,6367,Speech Perception,Graduate
HCS,6368,Language Development,Graduate
HCS,6370,Neuroimmunology,Graduate
HCS,6372,The Neuroscience of Pain,Graduate
HCS,6373,Intraoperative Neurophysiological Monitoring,Graduate
HCS,6374,Intraoperative Neurophysiological Monitoring,Graduate
HCS,6375,IONM Special Topics  - Mapping of the Brain,Graduate
HCS,6376,Social Psychology,Graduate
HCS,6388,MATLAB for Brain Sciences,Graduate
HCS,6389,Speech Perception Laboratory,Graduate
HCS,6390,Forensic Neuroscience,Graduate
HCS,6395,Cognitive Psychology,Graduate
HCS,7121,Graduate Seminar in Systems Neuroscience,Graduate
HCS,7308,Adult Psychopathology,Graduate
HCS,7309,Neural Correlates of Human Cognition  Lesion-Deficit Models,Graduate
HCS,7310,Advanced Research Methods  - Research Methods in Psychology,Graduate
HCS,7311,Family Psychology,Graduate
HCS,7317,Longitudinal Research Methods,Graduate
HCS,7320,Advanced Research Methods in Behavioral and Brain Science and Data Analysis Using R,Graduate
HCS,7324,Seminar in Language Science,Graduate
HCS,7325,Seminar in Speech Science,Graduate
HCS,7326,Seminar in Hearing Science,Graduate
HCS,7338,Brain Connectivity,Graduate
HCS,7343,Neuropharmacology,Graduate
HCS,7351,Aging and the Nervous System,Graduate
HCS,7355,Seminar in Psychological Sciences  - Close Relationships of Adults,Graduate
HCS,7364,Cognitive Neuroscience of Human Memory,Graduate
HCS,7371,Neuroplasticity and Disorders of the Nervous System,Graduate
HCS,7372,Seminar in Cognition and Neuroscience  - Lab Methods Human Neuroscience,Graduate
HCS,7376,Child Psychopathology,Graduate
HCS,7382,Health Psychology,Graduate
HCS,7383,Neuropathology and Behavior,Graduate
HCS,7388,Brain and Language,Graduate
HCS,7V71,Topics in Communication Sciences and Disorders  - Stat Learning in Child Lang,Graduate
HCS,8V50,Doctoral Readings and Research Seminar  - Functional Brain Imaging Lab,Graduate
HCS,8V88,Research in Communication Sciences and Disorders,Graduate
HCS,8V97,Dissertation in Psychological Sciences,Graduate
HDCD,5350,Introduction to Child Life,Graduate
HDCD,6310,Working with Parents and Caregivers,Graduate
HDCD,6312,Atypical Development,Graduate
HDCD,6315,Assessment Theory,Graduate
HDCD,6316,Developmental Assessment,Graduate
HDCD,6319,The Developing Child  Infants and Toddlers,Graduate
HDCD,6320,The Developing Child  Toddler and Preschool Years,Graduate
HDCD,6330,Families and Culture,Graduate
HDCD,6335,Intervention Paradigms,Graduate
HDCD,6351,Play Matters,Graduate
HDCD,6355,Family Outreach and Assessment,Graduate
HDCD,6360,Behavior Management,Graduate
HDCD,6365,Social Communication in Early Childhood Disorders,Graduate
HDCD,6370,Intervention with Young Children,Graduate
HDCD,6385,Child Psychopathology,Graduate
HDCD,6390,Infant Mental Health,Graduate
HDCD,6395,Medical and Biobehavioral Factors in Early Childhood Disorders,Graduate
HDCD,6V20,Practicum Internship in Early Childhood Disorders,Graduate
HDCD,6V81,Special Topics in Human Development and Early Childhood Disorders  - Death and Dying,Graduate
HDCD,7382,Health Psychology,Graduate
HIST,1301,U S  History Survey to Civil War,Undergraduate
HIST,1302,U S  History Survey from Civil War,Undergraduate
HIST,2301,History of Texas,Undergraduate
HIST,2330,Themes and Ideas in American History  - CV Honors,Undergraduate
HIST,2332,Civil War and Reconstruction,Undergraduate
HIST,2340,Middle East History,Undergraduate
HIST,2341,East Asian History,Undergraduate
HIST,2350,Latin American Civilizations,Undergraduate
HIST,2360,European Civilizations,Undergraduate
HIST,2370,The Holocaust,Undergraduate
HIST,2381,African-American History,Undergraduate
HIST,2384,U S  Women from Settlement to Present,Undergraduate
HIST,3301,Historical Inquiry,Undergraduate
HIST,3302,Gender in Western Thought,Undergraduate
HIST,3305,War and Genocide in the 20th Century  - World War II and the Holocaust,Undergraduate
HIST,3306,History of Racism  - Racism in Mexico & Argentina,Undergraduate
HIST,3310,Modern East Asia,Undergraduate
HIST,3312,Early China,Undergraduate
HIST,3313,Medieval China,Undergraduate
HIST,3314,Tang Dynasty China,Undergraduate
HIST,3315,Modern China,Undergraduate
HIST,3316,Women in Traditional China,Undergraduate
HIST,3319,Early Modern Europe,Undergraduate
HIST,3320,Modern Europe,Undergraduate
HIST,3324,Women in European Society  - Women in Mod European Society,Undergraduate
HIST,3325,Middle Eastern Women s History,Undergraduate
HIST,3327,Perspectives on Science,Undergraduate
HIST,3328,History and Philosophy of Science and Medicine,Undergraduate
HIST,3337,Technology and Western Civilization,Undergraduate
HIST,3340,US South through the Civil War,Undergraduate
HIST,3342,Origins of the Jim Crow South,Undergraduate
HIST,3344,History of Science in Europe,Undergraduate
HIST,3346,Medieval Islamic World,Undergraduate
HIST,3350,Topics in History  - Study Abroad - Morocco,Undergraduate
HIST,3363,Religion and Politics in Early America,Undergraduate
HIST,3364,History of American Religion,Undergraduate
HIST,3366,Themes in the Social History of the United States  - Migration & Amer Civilization,Undergraduate
HIST,3368,North American Environmental History,Undergraduate
HIST,3374,American Technological Development,Undergraduate
HIST,3376,American Intellectual History  Colonial to the Civil War,Undergraduate
HIST,3377,American Intellectual History  Civil War to the Present,Undergraduate
HIST,3379,United States Relations with Latin America,Undergraduate
HIST,3380,The Nuclear Age in America,Undergraduate
HIST,3386,World History to 1500,Undergraduate
HIST,3387,World History from 1500,Undergraduate
HIST,3390,Twentieth Century African-American History,Undergraduate
HIST,3391,Modern Mexico,Undergraduate
HIST,3392,U S - Mexico Borderlands,Undergraduate
HIST,3394,Native American History from the Pre-Columbian Period through 1795,Undergraduate
HIST,3395,Native American History in the Nineteenth Century,Undergraduate
HIST,3396,Native Americans in the Twentieth Century,Undergraduate
HIST,3398,Colonial Latin American History,Undergraduate
HIST,3399,Modern Latin American History,Undergraduate
HIST,4315,Study Abroad in Latin America  - Society & Culture in Mex Hist,Undergraduate
HIST,4323,Topics in Premodern Asian History  - Early China via Sima Qian,Undergraduate
HIST,4330,The Holocaust,Undergraduate
HIST,4331,Holocaust and Representation,Undergraduate
HIST,4332,After the Holocaust,Undergraduate
HIST,4342,Islamic Law and Society,Undergraduate
HIST,4344,Topics in European History  - War and Atrocity,Undergraduate
HIST,4345,Origins of the Jim Crow South,Undergraduate
HIST,4356,European Enlightenment,Undergraduate
HIST,4357,Topics in African and African-American History  - Trans-atlantic Communities,Undergraduate
HIST,4358,Topics in Asian History  - The Silk Roads,Undergraduate
HIST,4359,Topics in Latin American History  - Adv Stdy Abroad Mex Cultr/hist,Undergraduate
HIST,4360,Topics in American Women s History  - Home as an Idea & A Place,Undergraduate
HIST,4366,Topics in Texas History  - The Many Slaveries of Texas,Undergraduate
HIST,4368,North American Environmental History,Undergraduate
HIST,4369,Topics in Borderlands History  - North American Borderlands,Undergraduate
HIST,4376,Topics in History  - US Relations to Russia,Undergraduate
HIST,4377,Topics in Early American History  - Revolutionary America,Undergraduate
HIST,4378,Topics in American History  - Consumerism in Modern America,Undergraduate
HIST,4379,Topics in Women s and Gender History  - Women & the Holocaust,Undergraduate
HIST,4380,Topics in Intellectual History  - Race in American Thought,Undergraduate
HIST,4381,Topics in Comparative History  - The African Diaspora,Undergraduate
HIST,4382,Topics in Middle Eastern History  - Women in Middle East History,Undergraduate
HIST,4383,Topics in U S  Southern History  - Origins of the Jim Crow South,Undergraduate
HIST,4386,Topics in the History of Race or Ethnicity  - US Immigration History,Undergraduate
HIST,4388,Topics in Holocaust History  - Holocaust & Representation,Undergraduate
HIST,4390,History Capstone Project,Undergraduate
HIST,4V99,Senior Honors in Historical Studies,Undergraduate
HIST,6301,Historiography,Graduate
HIST,6302,Public History,Graduate
HIST,6310,Early American History,Graduate
HIST,6320,"America in the Nineteenth Century  - Readings, 19th-cent Am History",Graduate
HIST,6325,America in the Twentieth Century  - U.S. in Post-cold War Era,Graduate
HIST,6327,U S  Since 1945  - U.S. Since 1945,Graduate
HIST,6330,Regional and Area History in the United States  - New Dirctions Southern Studies,Graduate
HIST,6332,Slavery in America,Graduate
HIST,6335,U S  Women,Graduate
HIST,6336,The Idea of the American South,Graduate
HIST,6339,North American History  - Us-mexico Borderlands,Graduate
HIST,6340,European and World History  - Modern Europe: History & Film,Graduate
HIST,6341,"Thought  Culture  and Society in Europe  - Imperial London, 1851-1914",Graduate
HIST,6342,The Holocaust,Graduate
HIST,6344,Historical Contexts of the Holocaust  - Studies in Antisemitism,Graduate
HIST,6360,Latin American History  - Latin American History,Graduate
HIST,6365,Mexican History  - Drugs & Violence in Mexico,Graduate
HIST,6370,Middle Eastern History  - Gender Sexuality Islamic Law,Graduate
HIST,6381,History of Modern Thought  - Analytic/continental Div,Graduate
HIST,6382,Magic  Science  and Religion,Graduate
HIST,6384,Movements in Thought and Culture  - Jewish Thought,Graduate
HIST,6386,"History and Philosophy of Science and Technology  - Science, Tech & Postmodernism",Graduate
HIST,6387,Philosophy of History,Graduate
HIST,6390,Topics in History  - Public History,Graduate
HIST,7306,Advanced Topics in Women  Gender  and Sexuality  - Women and the Holocaust,Graduate
HIST,7321,American Intellectual History,Graduate
HLTH,1100,Career Explorations for the Health Professions,Undergraduate
HLTH,1301,Introduction to Kinesiology,Undergraduate
HLTH,1322,Human Nutrition,Undergraduate
HLTH,3101,Medical Terminology,Undergraduate
HLTH,3300,Pre-Health Professional Development,Undergraduate
HLTH,3301,Issues in Geriatric Healthcare,Undergraduate
HLTH,3305,The U S  Healthcare System,Undergraduate
HLTH,3306,Gender in Healthcare,Undergraduate
HLTH,3310,Health Care Issues  Global Perspectives,Undergraduate
HLTH,3315,Issues in Patient Education,Undergraduate
HLTH,4108,Verbal Reasoning and Writing for Pre-Health,Undergraduate
HLTH,4304,Health Professions Internship,Undergraduate
HLTH,4305,Public Health,Undergraduate
HLTH,4306,Health and Sport,Undergraduate
HLTH,4307,Climate Change in Healthcare,Undergraduate
HLTH,4310,Information Literacy and Information Resources for Health Care,Undergraduate
HLTH,4380,Special Topics in Healthcare  - Health and Sport,Undergraduate
HLTH,4V01,Health Professions Independent Study,Undergraduate
HMGT,3080,Healthcare Management Honors Program Seminar,Undergraduate
HMGT,3100,Professional Development,Undergraduate
HMGT,3301,Introduction to Healthcare Management,Undergraduate
HMGT,3310,Healthcare Regulatory Environment,Undergraduate
HMGT,3311,Healthcare Accounting,Undergraduate
HMGT,3320,Complex and Dynamic Healthcare Environment,Undergraduate
HMGT,4090,Healthcare Management Internship,Undergraduate
HMGT,4321,Introduction to Healthcare Information Systems,Undergraduate
HMGT,4380,Capstone in Healthcare Management,Undergraduate
HMGT,4395,Capstone Senior Project - Healthcare Management,Undergraduate
HMGT,4V90,Healthcare Management Internship,Undergraduate
HMGT,6311,Healthcare Financial Accounting,Graduate
HMGT,6320,The American Healthcare System,Graduate
HMGT,6321,Strategic Leadership of Healthcare Organizations,Graduate
HMGT,6323,Healthcare Informatics,Graduate
HMGT,6324,Healthcare Negotiation and Dispute Resolution,Graduate
HMGT,6325,Healthcare Operations Management,Graduate
HMGT,6327,Electronic Health Records Applications,Graduate
HMGT,6329,Seminar in Healthcare Management,Graduate
HMGT,6330,Healthcare Law  Policy and Regulation,Graduate
HMGT,6331,Healthcare Economics,Graduate
HMGT,6332,Quality Improvement in Healthcare  Six Sigma and Beyond,Graduate
HMGT,6334,Healthcare Analytics,Graduate
HMGT,6335,Spreadsheet Modeling and Analytics,Graduate
HMGT,6336,Information Technology Audit and Risk Management,Graduate
HMGT,6340,Principles of Hospital Administration,Graduate
HMGT,6374,Internet of Things,Graduate
HMGT,6380,Internal Audit,Graduate
HMGT,6382,Advanced Internal Auditing,Graduate
HMGT,6393,Advanced Auditing,Graduate
HMGT,6V10,Special Topics in Healthcare Management  - End of Degree Capstone,Graduate
HMGT,6V98,Healthcare Internship,Graduate
HMGT,6V99,Special Topics in Healthcare Management  - Independent Project,Graduate
HONS,3101,Medicine  Politics  and Philosophy  - CV Honors,Undergraduate
HONS,3102,William Faulkner s Short Stories  - CV Honors,Undergraduate
HONS,3103,Honey Bees and Society  - CV Honors,Undergraduate
HONS,3104,Foreign Film   Political Culture  - CV Honors,Undergraduate
HONS,3105,Memory  - CV Honors,Undergraduate
HONS,3106,Positive Psychology  - CV Honors,Undergraduate
HONS,3107,Masterpieces of Chinese Literature  - CV Honors,Undergraduate
HONS,3108,Internet and Public Policy  - CV Honors,Undergraduate
HONS,3109,Liberal Arts  - CV Honors,Undergraduate
HONS,3110,The Addicted Brain  - CV Honors,Undergraduate
HONS,3111,Science Fiction  - CV Honors,Undergraduate
HONS,3112,Contemporary Topics in Business  - CV Honors,Undergraduate
HONS,3113,Lives of the Genus Genius  - CV Honors,Undergraduate
HONS,3114,Scientific Research Concepts  - CV Honors,Undergraduate
HONS,3115,Exploring Research at UT Dallas  - CV Honors,Undergraduate
HONS,3116,Excellence  - CV Honors,Undergraduate
HONS,3117,Science Plays  - CV Honors,Undergraduate
HONS,3118,Sherlock Holmes  - CV Honors,Undergraduate
HONS,3120,Society Against the State  - CV Honors,Undergraduate
HONS,3121,Combinatorics  - CV Honors,Undergraduate
HONS,3122,Love  Death  and Hormones  - CV Honors,Undergraduate
HONS,3199,Collegium V Honors Readings  - Exploring Research,Undergraduate
HONS,3V00,Special Topics  - CV Honors:primer Endocrinology,Undergraduate
HUAS,6310,Introduction to Film Studies,Graduate
HUAS,6312,Art and Society  - Beauty,Graduate
HUAS,6313,The Business of the Arts,Graduate
HUAS,6315,The Arts in Historical Contexts  - Islamic Art: Spain to Se Asia,Graduate
HUAS,6320,Studies in Experimental Traditions  - Readings Cont Art,Graduate
HUAS,6330,Studies in the Visual Arts  - Int & Process: Investigations,Graduate
HUAS,6339,Painting Digital Imaging Video,Graduate
HUAS,6343,Essential Plays,Graduate
HUAS,6345,Shakespeare in Performance,Graduate
HUAS,6350,Creating Poetry,Graduate
HUAS,6351,Creating Novels,Graduate
HUAS,6352,Creating Television and Movie Scripts,Graduate
HUAS,6353,Creating Plays and Musicals,Graduate
HUAS,6354,Creating Short Fictions,Graduate
HUAS,6355,Creating Nonfictions,Graduate
HUAS,6373,Studies in Film  Television  and Digital Media  - Documentary Film History,Graduate
HUAS,6374,Myth In And Media,Graduate
HUAS,6381,Creating Fiction  Intermediate,Graduate
HUAS,6385,Creating Nonfictions  Intermediate,Graduate
HUAS,6390,Special Topics in Aesthetic and Performance Studies  - Creativity: New Media Explor,Graduate
HUAS,6391,Creativity  Visual Arts Workshop,Graduate
HUAS,6392,Creativity  Image Text Workshop,Graduate
HUAS,6393,Creativity  Time-Based Arts Workshop  - Video Narrative,Graduate
HUAS,6394,Creativity  Performance  - Creating Original Performances,Graduate
HUAS,6399,Music in Historical Context  - Mexico: Music & Culture,Graduate
HUAS,7305,Advanced Topics in Art History  - Social History of Art,Graduate
HUAS,7320,Advanced Topics in the Visual Arts  - Readings in Photography,Graduate
HUAS,7340,Advanced Topics in Theater and Dance  - Performance Studies,Graduate
HUAS,7349,Advanced Topics in Creative Writing  - Writing the Self,Graduate
HUAS,7355,Interdisciplinary Studies in Music  - The Plucked String,Graduate
HUAS,7360,Advanced Topics in Film  Television  and Digital Media  - Hitchcock & Industr Authorship,Graduate
HUAS,7380,"Advanced Topics in Aesthetic Studies  - Planet of the Apes:art, Design",Graduate
HUHI,6301,History of Modern Thought  - Post Wwii American Thought,Graduate
HUHI,6305,Ideas in Contexts  - Confronting Death,Graduate
HUHI,6310,Nineteenth-Century American Cultural History,Graduate
HUHI,6313,Thought  Culture  and Society in Europe  - Weimar Republic,Graduate
HUHI,6314,Thought  Culture  and Society in the United States  - Long Civil Rights Movement,Graduate
HUHI,6315,Thought  Culture  and Society in Latin America  - Latin American Popular Culture,Graduate
HUHI,6320,Perceptions of the Past  - Lit of Vietnam & Iraq War,Graduate
HUHI,6323,Space  Time  and Culture,Graduate
HUHI,6327,Artist and Writer in Society  - Critical Approaches to Comics,Graduate
HUHI,6329,Philosophical Issues and the Humanities  - Philosophy & Poetry,Graduate
HUHI,6334,Exploring Urban Cultures,Graduate
HUHI,6338,The Holocaust,Graduate
HUHI,6346,New Directions in Southern Studies  - New Dirctions Southern Studies,Graduate
HUHI,6349,Thought  Culture  and Society in the Middle East  - Gender Sexuality Islamic Law,Graduate
HUHI,6351,History and Philosophy of Science and Technology  - Nature Writing,Graduate
HUHI,6355,Twentieth Century Philosophy  - Dewey's Art & Experience,Graduate
HUHI,6395,Topics in the History of Ideas  - Nietzsche,Graduate
HUHI,7305,American Intellectual History,Graduate
HUHI,7313,Advanced Topics in U S  Thought  Culture  and Society  - The Idea of the South,Graduate
HUHI,7314,Advanced Topics in European Thought  Culture  and Society  - Adolf Eichmann,Graduate
HUHI,7315,Advanced Topics in Thought  Culture  and Society  - Science & Religion,Graduate
HUHI,7330,The History of Hermeneutics,Graduate
HUHI,7332,"Topics in Recent Continental Philosophy  - Continental Phil, Post-1945",Graduate
HUHI,7340,New Currents in the History of Ideas  - American Ethnicity & Gender,Graduate
HUHI,7368,Topics in Thought and Society  - Moderism & Postmodernism,Graduate
HUHI,7387,Science and Technology in Western Culture  - Science and Values,Graduate
HUHI,8303,Independent Readings in History of Ideas,Graduate
HUMA,1301,Exploration of the Humanities,Undergraduate
HUMA,3351,Introduction to Islamic Culture,Undergraduate
HUMA,6300,Interdisciplinary Approaches to the Arts and Humanities,Graduate
HUMA,6320,French Review,Graduate
HUMA,6321,Spanish Review,Graduate
HUMA,6323,German Review,Graduate
HUMA,6330,French Workshop,Graduate
HUMA,6331,Spanish Workshop,Graduate
HUMA,6333,German Workshop,Graduate
HUMA,6360,Representations of the Holocaust  Genocide  and Human Rights  - Transnatl Cinema & Holocaust,Graduate
HUMA,6370,Writing for Academic Research,Graduate
HUMA,6390,Topics in Arts and Humanities  - Decoloniality & Human Rights,Graduate
HUMA,6V81,Special Topics in Arts and Humanities  - Dissertation,Graduate
HUMA,7390,"Advanced Topics in Arts and Humanities  - Latinx:identity, Pol, Culture",Graduate
HUMA,8V01,Dissertation Proposal,Graduate
HUMA,8V99,Dissertation,Graduate
IDEA,6300,Proseminar in History of Ideas,Graduate
IMS,3092,Regional Management Area Studies  Western Europe,Undergraduate
IMS,3093,Regional Management Area Studies  Asia,Undergraduate
IMS,3100,Professional Development,Undergraduate
IMS,3310,International Business,Undergraduate
IMS,3V91,Regional Management Area Studies  Latin America  - Brazil,Undergraduate
IMS,3V92,Regional Management Area Studies  Western Europe,Undergraduate
IMS,3V93,Regional Management Area Studies  Asia,Undergraduate
IMS,3V94,Regional Management Area Studies  Africa  - Rwanda,Undergraduate
IMS,4090,Management Internship,Undergraduate
IMS,4320,International Marketing,Undergraduate
IMS,4330,Global Human Resource Management,Undergraduate
IMS,4335,Social Sector Engagement and Community Outreach,Undergraduate
IMS,4340,Leading and Managing Globally,Undergraduate
IMS,4350,Global Market Entry Strategies,Undergraduate
IMS,4373,Global Strategy,Undergraduate
IMS,4V90,Management Internship,Undergraduate
IMS,4V94,Seminar Series in International Management,Undergraduate
IMS,6091,Regional Area Studies  Latin America,Graduate
IMS,6204,Global Business,Graduate
IMS,6302,Legal Aspects of International Business Transactions,Graduate
IMS,6304,International Business Management,Graduate
IMS,6310,International Marketing,Graduate
IMS,6314,Global E-Business Marketing,Graduate
IMS,6341,International Human Resource Management,Graduate
IMS,6360,International Strategic Management,Graduate
IMS,6362,Project Management in Engineering and Operations,Graduate
IMS,6365,Cross-Culture Communication and Management,Graduate
IMS,6373,Data Analytics for International Business,Graduate
IMS,6381,Managing Global Teams,Graduate
IMS,6V91,Regional Area Studies  Latin America,Graduate
IMS,6V92,Regional Area Studies  Western Europe,Graduate
IMS,6V93,Regional Area Studies  Asia,Graduate
IMS,6V98,International Management Internship,Graduate
IMS,6V99,Special Topics in International Management Studies,Graduate
IMS,7301,International Business,Graduate
IMS,8V99,Dissertation,Graduate
IPEC,3349,World Resources and Development,Undergraduate
IPEC,4301,Political Economy of Industrialized Countries,Undergraduate
IPEC,4302,Political Economy of Developing Countries,Undergraduate
IPEC,4303,Political Economy of South and Southeast Asia,Undergraduate
IPEC,4304,Political Economy of Latin America,Undergraduate
IPEC,4305,Topics in Science  Technology and Institutions  - The 'next' Digital Economy,Undergraduate
IPEC,4306,Economic Development  Re-Engineering Places and Performances,Undergraduate
IPEC,4307,Regional Topics in International Political Economy  - Latin America,Undergraduate
IPEC,4308,Political Economy of Africa,Undergraduate
IPEC,4309,Urban Development,Undergraduate
IPEC,4310,Environmental and Health Policy in East Asia,Undergraduate
IPEC,4311,Regional Topics in International Political Economy  - Public Finance Devel Countries,Undergraduate
IPEC,4318,Foreign Aid and Development,Undergraduate
IPEC,4319,Migration  From Despair to Hope  - Migration:from Despair to Hope,Undergraduate
IPEC,4375,Benefit-Cost Analysis,Undergraduate
IPEC,4376,Foreign Policy and Public Opinion,Undergraduate
IPEC,4377,Politics of International Finance,Undergraduate
IPEC,4384,Health and Environmental Policy  A Global Perspective,Undergraduate
IPEC,4396,Topics in International Political Economy  - Natural Resources & Conflicts,Undergraduate
IPEC,4V98,Internship,Undergraduate
ISAE,4V50,Internship,Undergraduate
ISAH,2130,Careers for Arts and Humanities Majors,Undergraduate
ISAH,2188,Enrichment in the Arts and Humanities,Undergraduate
ISAH,4V50,Internship,Undergraduate
ISIS,3309,Dental Anthropology,Undergraduate
ISIS,3310,Childhood Sexual Abuse  A Multidisciplinary Investigation,Undergraduate
ISIS,3312,Women in Management,Undergraduate
ISIS,3334,Environment in America,Undergraduate
ISIS,3335,United States and East Asia,Undergraduate
ISIS,4303,Business  Law and Culture,Undergraduate
ISIS,4304,Trials in American Culture,Undergraduate
ISIS,4310,Health Strategy for Multicultural Populations,Undergraduate
ISIS,4V89,Special Topics in Interdisciplinary Studies  - Transnational American,Undergraduate
ISNS,2359,Earthquakes and Volcanoes,Undergraduate
ISNS,2366,Global Climate Change,Undergraduate
ISNS,2367,The Oceans,Undergraduate
ISNS,2368,Weather and Climate,Undergraduate
ISNS,3373,Our Nearest Neighbors in the Sky,Undergraduate
ITSS,3100,Professional Development,Undergraduate
ITSS,3200,Introduction to Business Professional Development and Business Communication,Undergraduate
ITSS,3211,Introduction to Programming,Undergraduate
ITSS,3300,Information Technology for Business,Undergraduate
ITSS,3311,Introduction to Programming,Undergraduate
ITSS,3312,Object-Oriented Programming,Undergraduate
ITSS,3370,Managing Sustainable Operations,Undergraduate
ITSS,3390,Web Design and Development for Business Applications,Undergraduate
ITSS,4090,Information Technology and Systems Internship,Undergraduate
ITSS,4300,Database Fundamentals,Undergraduate
ITSS,4301,Database Systems,Undergraduate
ITSS,4312,Mobile Web Application Development,Undergraduate
ITSS,4320,Introduction to Healthcare Information Systems,Undergraduate
ITSS,4330,Systems Analysis and Design,Undergraduate
ITSS,4340,Enterprise Resource Planning,Undergraduate
ITSS,4342,Analysis and Design of Accounting Systems,Undergraduate
ITSS,4343,Integrated SCM Information Systems,Undergraduate
ITSS,4344,CRM using Salesforce,Undergraduate
ITSS,4351,Foundations of Business Intelligence,Undergraduate
ITSS,4352,Introduction to Web Analytics,Undergraduate
ITSS,4353,Business Analytics,Undergraduate
ITSS,4354,Managing Big Data,Undergraduate
ITSS,4355,Data Visualization,Undergraduate
ITSS,4356,Data Governance,Undergraduate
ITSS,4360,Network and Information Security,Undergraduate
ITSS,4361,Information Technology Cybersecurity,Undergraduate
ITSS,4362,Cybersecurity Governance,Undergraduate
ITSS,4370,Information Technology Infrastructure Management,Undergraduate
ITSS,4371,Cloud Computing with AWS,Undergraduate
ITSS,4380,Advanced Database Management,Undergraduate
ITSS,4381,Object Oriented Programming with Python,Undergraduate
ITSS,4382,Applied Artificial Intelligence Machine Learning,Undergraduate
ITSS,4390,Information Systems Capstone,Undergraduate
ITSS,4395,Capstone Senior Project - Information Systems,Undergraduate
ITSS,4V90,ITSS Internship,Undergraduate
ITSS,4V95,Seminar Series in Information Systems  - Object Oriented Pro Using Pyth,Undergraduate
JAPN,1311,Beginning Japanese I,Undergraduate
JAPN,1312,Beginning Japanese II,Undergraduate
JAPN,2311,Intermediate Japanese I,Undergraduate
JAPN,2312,Intermediate Japanese II,Undergraduate
JAPN,2350,Business Japanese,Undergraduate
JAPN,3311,Advanced Japanese I,Undergraduate
JAPN,3312,Advanced Japanese II,Undergraduate
KORE,1311,Beginning Korean I,Undergraduate
KORE,1312,Beginning Korean II,Undergraduate
KORE,2311,Intermediate Korean I,Undergraduate
KORE,2312,Intermediate Korean II,Undergraduate
KORE,2316,Topics in Korean Culture,Undergraduate
LANG,1311,Beginning Language Instruction I  - Beginning Korean,Undergraduate
LANG,1312,Beginning Language Instruction II  - Beginning Korean II,Undergraduate
LANG,2V42,Topics in Language  - Elementary Business Chinese,Undergraduate
LANG,3348,Topics in Language  - Business Spanish,Undergraduate
LANG,4348,Advanced Topics in Language  - History of the Spanish Lang,Undergraduate
LANG,4V71,Independent Study in Language  - Society & Culture in Mex Hist,Undergraduate
LATS,3301,Latin American Literature  - 20th C.latin American Poetry,Undergraduate
LATS,3303,Latin Social Dance,Undergraduate
LATS,4329,Major Authors  - Jorge Luis Borges,Undergraduate
LATS,6300,Introduction to Latin American Studies  - Latin American History,Graduate
LIT,1301,Introduction to Literature,Undergraduate
LIT,1311,The Art of Fiction,Undergraduate
LIT,1315,The Art of Poetry,Undergraduate
LIT,2320,Survey A  Literature in English,Undergraduate
LIT,2321,Survey B  Literature in Translation,Undergraduate
LIT,2322,Survey of African-American and African Diaspora Literatures  - African-american Literature,Undergraduate
LIT,2329,Introduction to Ethnic American Literature,Undergraduate
LIT,2331,Masterpieces of World Literature,Undergraduate
LIT,2341,Literary Analysis,Undergraduate
LIT,2350,Close Reading,Undergraduate
LIT,2V71,Independent Study in Literature,Undergraduate
LIT,3300,Western Literary Tradition,Undergraduate
LIT,3309,Studies in the Short Story  - History and Form,Undergraduate
LIT,3310,Studies in Epic and Romance  - Don Quixote,Undergraduate
LIT,3312,Studies in Prose Narrative  - Shorter Euro. Modernist Fict.,Undergraduate
LIT,3315,Children s Literature,Undergraduate
LIT,3316,The Literature of Science Fiction  - Le Guin and Butler,Undergraduate
LIT,3317,The Literature of Fantasy  - The Weird,Undergraduate
LIT,3318,British Romanticism,Undergraduate
LIT,3319,Periods in English Literature  - Victorian Literature,Undergraduate
LIT,3320,Shakespeare,Undergraduate
LIT,3321,Modern British Literature,Undergraduate
LIT,3322,Early American Literature,Undergraduate
LIT,3323,The American Renaissance 1820-1865,Undergraduate
LIT,3324,American Realism and Naturalism,Undergraduate
LIT,3326,The Literature of the American South,Undergraduate
LIT,3327,Mid-Twentieth Century American Literature,Undergraduate
LIT,3328,Ethics in Literature,Undergraduate
LIT,3329,Ethnic American Literature,Undergraduate
LIT,3330,Linguistics,Undergraduate
LIT,3331,Contemporary American Literature,Undergraduate
LIT,3332,English Syntax and Mechanical Structure,Undergraduate
LIT,3335,Media and Pop Culture,Undergraduate
LIT,3336,Critical Methodologies,Undergraduate
LIT,3337,Comparisons  - Detective Fiction,Undergraduate
